business_name,street_address,address_nickname,email_address,phone_primary,phone_secondary,website,hours_open_title,hours_open,payment_options,general_info,industry_searched,geo_location_searched
Firestone Complete Auto Care,"1140 Mckinley Mall, Buffalo, NY 14219",McKinley Mall,, (716) 239-4221,(716) 823-2505,https://local.firestonecompleteautocare.com/new-york/buffalo/1140-mckinley-pkwy/?lw_cmp=IYP_YPC_MLP_8028,Regular Hours,,"master card, visa, amex, discover","Firestone Complete Auto Care is a full-service auto maintenance and repair shop offering a large and affordable selection of tires, convenient hours & locations for car repair, tire replacement, brake services, auto tune ups, radiator repair, car batteries and more.  We've been providing the right solutions since 1926, one customer at a time.  Our teams of professionals understand cars and they understand the people who drive them. We use advanced technology and offer quality products from brands you trust ? all of which add up to a total car care experience.",SaaS,"Buffalo, NY"
Fabi Saa Inc,"39 Montgomery St, Bloomfield, NJ 07003",,, (973) 528-2219,,,,,,,SaaS,"Buffalo, NY"
Firestone Complete Auto Care,"4665 Transit Rd, Buffalo, NY 14221",,, (716) 249-0010,(716) 631-7545,https://local.firestonecompleteautocare.com/new-york/buffalo/4667-transit-rd/?lw_cmp=IYP_YPC_MLP_18120,Regular Hours,,"amex, discover, master card, visa","Firestone Complete Auto Care is a full-service auto maintenance and repair shop offering a large and affordable selection of tires, convenient hours & locations for car repair, tire replacement, brake services, auto tune ups, radiator repair, car batteries and more.  We've been providing the right solutions since 1926, one customer at a time.  Our teams of professionals understand cars and they understand the people who drive them. We use advanced technology and offer quality products from brands you trust ? all of which add up to a total car care experience.",SaaS,"Buffalo, NY"
Valu Muffler & Brake,"3099 Delaware Ave, Buffalo, NY 14217",,thomasshea1961@gmail.com, (716) 873-1383,,http://www.valuautocare.com,Regular Hours,,"amex, master card, visa, all major credit cards, discover",,SaaS,"Buffalo, NY"
AAMCO Transmissions & Total Car Care,"1412 Ridge Rd, Buffalo, NY 14218",,w_seneca@aamco.us, (716) 256-3765,,http://www.aamcowestseneca.com,Regular Hours,,"amex, cash, check, discover, financing available, master card, visa","We are the experts in transmission repair and complete car care - clutches, brakes, factory scheduled maintenance, electrical, check engine lights, radiators, overheating problems, a/c and more.",SaaS,"Buffalo, NY"
King Condrell's Candy & Ice Cream,"2805 Delaware Ave, Buffalo, NY 14217","For more than 45 years, we have been in the heart of the charming village of Kenmore, just North of Buffalo, New York.",Kandyking@msn.com, (716) 877-4485,,http://condrells.com,Regular Hours,,"visa, mastercard, amex","Vintage shop selling sundaes, shakes & cones, plus truffles, fudge, chocolate-covered popcorn & more.  All ice cream, toppings, and chocolates made the old fashioned way, on-site!!",SaaS,"Buffalo, NY"
AAMCO Transmissions & Total Car Care,"3454 Sheridan Dr, Buffalo, NY 14226",,4581@aamcoemail.com, (716) 256-3780,,https://www.aamcoamherstny.com/,Regular Hours,,"check, amex, discover, visa, master card, financing available, cash","We are the experts in transmission repair and complete car care - clutches, brakes, factory scheduled maintenance, electrical, check engine lights, radiators, overheating problems, a/c and more.",SaaS,"Buffalo, NY"
Midas Auto Experts,"315 Niagara St, Buffalo, NY 14201","Hamburg, Orchard Park, Amherst, Williamsville, West Seneca, Lackawanna, Cheektowaga, Kenmore, Tonawanda, Derby, Elma, East Aurora, Lancaster, Depew, Clarence",pjreardon@hotmail.com, (716) 852-1121,,http://www.midas.com/buffalo/store.aspx?shopnum=6401&amp;amp;dmanum=128,Regular Hours,,"amex, master card, visa, discover, debit, cash, mastercard","Your Neighborhood Midas  Most Midas stores are owned and operated by families in your community dedicated to providing high quality auto repair service at a fair price. And their work is backed by our famous Midas Lifetime Guarantee*.  Whether you need an oil change or tires, factory recommended maintenance, or brake repair, your local Midas has you covered.",SEO,"Newark, NJ"
"Keller Chevrolet, Inc.","3600 Genesee St, Buffalo, NY 14225",,Dean.Jackson@Kellerchevrolet.com, (716) 633-5000,,http://www.kellerchevrolet.com,Regular Hours,,"all major credit cards, amex, discover, mastercard, visa","Let us introduce you to our staff, show you some of our special vehicle offers, and take you through our complete line of new and pre-owned inventory. We can help you find exactly what you are looking for.  
 
 
We know your time is valuable. We are sure you will find our site a fast and convenient way to research and find a vehicle that's right for you. If we can be of any assistance while visiting us online, send us an email and we will promptly reply.",SEO,"Newark, NJ"
Wegmans,"675 Alberta Dr, Buffalo, NY 14226",,, (716) 831-6300,,https://www.wegmans.com?utm_source=yp&utm_medium=local&utm_campaign=wegmans&utm_source=yp&utm_medium=local&utm_campaign=wegmans,Regular Hours,,,"Modern supermarkets offering online ordering for fresh groceries and prepared foods with convenient delivery & curbside pickup. Highest quality ingredients at consistent low prices, floral, & more.",SEO,"Newark, NJ"
Cleve-Hill Auto & Tire,"1030 Cleveland Dr, Buffalo, NY 14225",,cheektowaga@clevehillauto.com, (716) 634-9789,,http://www.clevehillauto.com,Regular Hours,,,"Cleve-Hill Auto & Tire opened for business in 1976. Since then, drivers from the area have made us their first stop for auto repairs and tires",SEO,"Newark, NJ"
"M+M U-Pull It,inc","2150 William St, Buffalo, NY 14206",,, (716) 896-1775,(716) 896-1353,http://www.mmupullit.com,Regular Hours,,,,SEO,"Newark, NJ"
AutoZone Auto Parts,"2001 Elmwood Ave, Buffalo, NY 14207",,customer.service@autozone.com, (716) 871-8723,(800) 288-6966,https://www.autozone.com/locations/ny/buffalo/2001-elmwood-ave.html,Regular Hours,,"amex, discover, master card, visa, debit, paypal","AutoZone Elmwood Ave in Buffalo, NY is one of the nation's leading retailer of auto parts including new and remanufactured hard parts, maintenance items and car accessories. Visit your local AutoZone in Buffalo, NY or call us at (716) 871-8723.",SEO,"Newark, NJ"
Rainbow Glass Tinting Inc,"1101 Military Rd, Buffalo, NY 14217",,info@rainbowglasstinting.com, (716) 877-3878,(716) 427-6544,http://www.rainbowglasstinting.com,Regular Hours,,"discover, mastercard, visa","Rainbow Glass Tinting is a Western New York family owned & operated business since 1993. We specialize in automotive, commercial and residential window tint. We carry a huge selection of car & truck accessories including remote starters, alarms and car audio. We are providing customers quality products & service at competitive prices.",SEO,"Newark, NJ"
NAPA Auto Parts,"2280 Walden Ave, Buffalo, NY 14225",,robertf@conaxbuffalo.com, (716) 681-3200,(716) 683-0953,http://www.napaonline.com,Regular Hours,,"amex, master card, visa, cash, check, all major credit cards",,SEO,"Newark, NJ"
Fromen John J,"350 Main St, Buffalo, NY 14202",,, (716) 855-1222,,,Regular Hours,,,,SEO,"Newark, NJ"
Harbor Freight Tools,"1459 Niagara Falls Blvd, Buffalo, NY 14228",,cs@harborfreight.com, (716) 835-6435,,http://www.harborfreight.com,Regular Hours,,"all major credit cards, master card, visa, amex, discover, check, debit",,SEO,"Newark, NJ"
Goldberg Segalla LLP,"665 Main St Ste 400, Buffalo, NY 14203",,jmagee@goldbergsegalla.com, (716) 566-5400,(716) 566-5401,http://www.goldbergsegalla.com,Regular Hours,,master card,"Goldberg Segalla counsels and represents individuals and businesses in civil and commercial litigation, commercial transactions and employment matters, contractual and extra-contractual disputes, and regulatory matters before administrative agencies. The firm s practice groups include appellate advocacy, class actions, construction litigation, insurance defense, intellectual property, labor law litigation, municipal civil rights defense, product liability litigation, product recalls, railroad litigation and worker s compensation litigation. Affiliated with Studio Legale Casini in Italy, Goldberg Segalla has offices throughout New York, including a location in Buffalo.",SEO,"Newark, NJ"
